company,job title,level,full description,seniority level,employment type,job function,industries,job id
"United Surgical Partners International, Inc",Customer Service Manager,Mid-Senior level,"Position Overview:Reporting to the Director of Reimbursement, the Customer Service Manager is responsible for the oversight of all customer service teams and initiatives, including organizing, preparing, and disseminating information, along with implementing policies or updates to policies based on findings. The Customer Service Manager will provide training for new hires or existing staff transitioning to the customer service team. The Customer Service Manager will oversee bad debt and patient collection practices, as well as general communication with patients. This role will provide level 2 support in response to escalated customer service issues and requests. This role will mentor staff, create a positive and inviting culture, build team spirit, and ensure that patients are provided with an outstanding customer service experience while providing helpful guidance towards solutions.Responsibilities:Manage patient account representatives to ensure that the CBO’s vision and culture is being adhered to at all times. Serves as the point person regarding customer service inquiries and escalations. Responsible for pulling all requested information in conjunction with bad debt processes and disseminating the items to the appropriate parties. Implements process recommendations, updates policies, and monitors corrective action.Tracks performance and productivity for the customer service team and leads initiatives for improvement in efficiency and quality.Handles a high volume of in and outbound patient phone calls. Manages multiple projects simultaneously and resolve issues identified.Resolves patient and staff inquiries, requests, and complaints in a manner that reflects empathy, support, respect, and professionalism at the core of ever interaction. Escalates complaints and recurring issues to the attention of the department director.Responsible to drive culture in a positive and professional manner, building team cohesion, and employee engagement.Other duties as assigned.Required Skills:Requirements:5+ years of previous RCM management experience in a large multi-specialty group, an Ambulatory Surgical Center or Outpatient hospital preferred.Demonstrates competence in management and leadership skills to develop and implement organizational strategies and opportunities for improving ASC growth.Maintain current knowledge and adhere to appropriate regulatory standards such as Medicare.Must be able to multi-task and handle competing priorities while meeting or exceeding deadlines.The ability to communicate effectively, both verbally and in writing, with internal and external clients. Expert level experience with Microsoft Office Products- ability to create and build spreadsheets and reports in Excel. Strong technological understanding and appreciation for the automation of all functions related to the revenue cycle, and the engagement of the customer in that automated process. Experience working collaboratively with IT will be important.",Mid-Senior level,Full-time,Other,Hospitals and Health Care,3875042509
"Kennedy Richter Construction, LLC",Estimator,Mid-Senior level,"Company DescriptionKennedy Richter Construction, LLC specializes in Construction Restoration / Defect Repair Projects. With expertise in all facets of construction, we strive to provide quality controlled construction applications. Our services range from concrete, masonry, wood framing, high performance building envelopes, waterproofing, stucco, brick, siding, to roofing. Applicants must have a minimum of 5 years of experience in construction estimating. Role DescriptionThis is a full-time on-site role located in Charleston, SC for an Estimator. The Estimator will be responsible for day-to-day tasks associated with estimating construction projects. This includes analyzing project specifications and drawings, preparing accurate cost estimates, reviewing subcontractor bids, and collaborating with project managers and clients.QualificationsStrong understanding of construction practices and materialsExperience in estimating construction projectsProficiency in reading and interpreting project specifications and drawingsKnowledge of construction codes and regulationsAttention to detail and accuracy in cost estimationExcellent communication and interpersonal skillsAbility to work independently and as part of a teamStrong problem-solving and analytical skillsBachelor's degree in Construction Management, Engineering, or related field (preferred)",Mid-Senior level,Full-time,Management and Manufacturing,Construction,3875028486
Rapid Eagle Inc,AI/ML Developer,Entry level,Job DescriptionAI/ML Developer100% RemoteImmediate Interviews:-3+ Years exp into AI/ ML Development3+ Python Exp is requiredCloud Exp is mustCommunication skill is must.,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,3875007713
Comerica Bank,Deputy Chief Compliance Officer,Executive,"The Deputy Chief Compliance Officer role provides support to the Chief Compliance Officer (CCO) in managing the Compliance function within the organization. The Deputy CCO will be responsible for providing guidance and oversight across various aspects of the compliance management program, ensuring that teams are proactively understanding regulatory requirements and effectively implementing related initiatives across different business units and functions. The Deputy CCO will have exposure to and interactions with executive stakeholders within the organization and with regulators on the overall compliance environment, reporting on effectiveness of the compliance management program, and the identification of emerging risks. Beyond overseeing components of the compliance management program, this individual will also provide leadership, guidance, and mentorship to multiple teams within Compliance, fostering an environment of excellence and continuous learning.This position will play a critical role in enhancing and scaling our compliance management program.",Executive,Full-time,Legal,Banking,3874893973
Phoenix Recruitment ,Junior Software Development Engineer,Entry level,"This is a remote position.Junior Software Development Engineer  - US OnlyExperience: 1+ yearsEmployment Type: Full-time, RemoteBase Salary: $55K-$65KPhoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.Description:As a Junior Software Development Engineer, you will play a crucial role in the design, development, and maintenance of our software applications. You will work closely with senior engineers and collaborate with cross-functional teams to deliver high-quality solutions. This is an exciting opportunity to kick-start your career in software development and contribute to innovative projects in a supportive and collaborative environment.Responsibilities:Collaborate with the development team to understand project requirements and objectives Participate in the entire software development lifecycle, from design to deployment Write clean, efficient, and maintainable code following best practices and coding standards Contribute to the development of both front-end and back-end components Collaborate with designers to ensure a visually appealing and user-friendly interface Integrate APIs and web services to enable seamless communication between different systems Conduct testing and debugging to ensure the functionality and performance of applications. Participate in code reviews and provide constructive feedback to improve code quality. Stay up-to-date with the latest software development trends and technologies Document technical specifications and project details Qualifications:Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience) Solid understanding of software development principles and best practices Proficiency in at least one programming language (e.g., Java, C++, Python, Ruby) Familiarity with front-end development languages such as HTML, CSS, and JavaScript Knowledge of relational databases and SQL Understanding of version control systems (e.g., Git) Strong problem-solving and analytical skills Excellent communication and collaboration abilities Ability to work independently and within a team Eagerness to learn and adapt to new technologies Preferred Qualifications:Experience with software development projects (personal or professional) Familiarity with front-end frameworks/libraries like React, Angular, or Vue.js Knowledge of back-end frameworks (e.g., Spring, Django, Ruby on Rails) Exposure to cloud platforms such as AWS, Azure, or Google Cloud Understanding of Agile development methodologies Basic understanding of software testing principles and methodologies Benefits:Flexible vacation, unlimited paid holidays, and paid sick days 401(k) with up to 2% employer match Health, vision, and dental insurance Why Phoenix Recruitment LLC?Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.",Entry level,Full-time,Information Technology,Software Development,3875014491
VIDĒRA,Social Media Marketing Intern,Internship,"Company Description Vidēra provides transformative experiences for impact-driven visionaries, combining personal and relational expansion with impactful philanthropy. Our mission is to guide clients on a journey of self-discovery, aligning their inner potential with meaningful global contributions. We believe in nurturing individual and relational well-being while fostering positive change in communities worldwide, redefining the luxury experience to be deeply personal and universally impactful. Role Description This is a part-time remote role for an Unpaid Social Media Intern at Vidēra. The Social Media Intern will be responsible for social media management, digital marketing, and communication. They will assist in managing content for our social media platforms, executing marketing strategies, and engaging with our online community. Qualifications Social Media Marketing, Social Media Content Management, and Digital Marketing skillsExcellent communication skillsAbility to create engaging and innovative visuals with our social media contentExperience in executing digital marketing strategiesKnowledge of social media platforms and trendsPassion for making a positive impactAbility to work independently and remotelyPassion for making a difference in the world",Internship,Part-time,Marketing and Sales,Professional Training and Coaching,3874879480
Works-in-Progress Associates,Inspector,Entry level,"Job DescriptionWorks-in-Progress Associates (WPA) is currently seeking an experienced Inspector to become an integral part of our team!  The project involves a Design-Build construction contract for the upgrade of Public Address and Customer Information Signs (PA/CIS) on the Canarsie “L” Line (25 Stations) between Manhattan and Brooklyn.Scope includes:New PA/CIS cabinets. New uninterrupted power supply (“UPS”) or augmenting of existing UPS to meet back-up power supply requirements for equipment added under this Project as well as providing overall spare capacity of UPSs. New CIS with DC power. Upgraded existing CIS from AC to DC power. Upgraded CIS with Annunciator Sign and/or Next Train Sign functionality. Replacement and/or expansion of existing PA equipment. Connection and Integration of the new and existing PA/CIS equipment into the PA/CIS cabinets. Connection and integration of the new and existing PA/CIS equipment into the existing PA/CIS RCM Headend. Installation or upgrade of various mechanical systems including air conditioning and HVAC systems, hydrogen ventilation systems, plumbing systems, and fan systems within station Communication Rooms. Design of an application programming interface to transmit information between the existing Canarsie Line communication-based train control or automatic train supervision system and the PA/CIS RCM HeadendMiscellaneous work at certain locations including installation of a PA/CIS Workstation, replacement of closed-circuit television equipment, installation of access control systems, and electrical equipment upgrades. Minimum Requirements:Baccalaureate Degree in engineering/architecture and/or construction related field from an accredited college or university. Minimum of 5 years of full-time experience as an inspector in the construction industryBackground in Electrical Engineering is preferred. OSHA 30 certification is required. MTA experience is preferred. Must be available to work occasional nights and weekends as needed. A driver's license valid in New York State. Demonstrated proficiency with all applicable software packages including but not limited to MS Windows; MS Office (including Project, Word, Excel, Outlook, and PowerPoint), and Adobe Acrobat. Must be authorized to work in the United StatesMust be willing to undergo a background check, in accordance with local law/regulations. Responsibilities:Perform daily inspections to verify that the work is being completed in accordance with the requirements of the Construction Contract Documents. Prepare Daily Inspection Reports showing the Contractor’s labor force, the location of the construction activities, equipment used, and the actual work being performed. Reject work that does not conform to the requirements of the Construction Contract Document and immediately provide written notification to the MTA C&D Construction Manager and the Contractor of such rejection. Provide updates to the monthly Project Status Reports. Daily Inspection Reports shall be uploaded to Asite or other approved e-project software website. Original paper copies of the reports shall be filed in the Project Office as project documentation. As a part of the daily inspection services, the inspectors are expected to fully coordinate the work activities of the Contractor forces and the assigned MTA Agency’ forces. Any issues or problems encountered during the execution of work shall be resolved expeditiously to avoid impacting the project performance. These issues and/or problems, including their resolution, shall be documented and copies of this documentation be provided to the MTA C&D PM for further action. Make immediate reports to MTA C&D PM of any field conditions that deviate from the contract drawings and make recommendations for corrective action. Skills:Ability to build and strengthen long-lasting client relationships by providing reliable service and project solutions. Ability to communicate clearly and effectively with all management levels. Must have excellent interpersonal, oral, and written communication skills. Must have strong organizational and time management skills. Must be able to adapt and prioritize, meeting deadlines, in a fast-paced environment. Operate with a sense of urgency, quickly responding to clients. Demonstrated leadership, responsiveness, and accountability. Detail oriented with strong analytical skills. Proactive and take initiative. Company DescriptionWPA is a woman-owned Owner's Representative firm and we manage construction projects for mostly nonprofits including schools, hospitals, libraries, etc. in the New York City area. We have been in business for over 25 years and have completed well over 400 projects. We currently have somewhere between 40-50 employees.Because we are a woman-owned firm we are on contracts with larger Construction Management firms such as LiRo, Hill International, Jacobs, Tectonic, Gilbane, etc. and we help them to meet their WBE goals. We provide Project Managers, Inspectors, Estimators, Office Engineers and so on. Currently we are on about 10-15 different contracts.WPA is a woman-owned Owner's Representative firm and we manage construction projects for mostly nonprofits including schools, hospitals, libraries, etc. in the New York City area. We have been in business for over 25 years and have completed well over 400 projects. We currently have somewhere between 40-50 employees. Because we are a woman-owned firm we are on contracts with larger Construction Management firms such as LiRo, Hill International, Jacobs, Tectonic, Gilbane, etc. and we help them to meet their WBE goals. We provide Project Managers, Inspectors, Estimators, Office Engineers and so on. Currently we are on about 10-15 different contracts.",Entry level,Full-time,Engineering and Information Technology,Construction,3874898029
Specialist Office Services Limited,Medical Office Receptionist,Mid-Senior level,"Job DescriptionMedical ReceptionistExeter, New HampshireMUST:Experience Medical ReceptionistMust be tech savvyMust have prior customer service experienceMust have strong verbal and written communication skillsMust be comfortable handling heavy incoming callsExperience Working In An Medical Office Is Highly PreferredExperience handling insurance verificationsDUTIES:Registers new patients with complete and accurate demographics according to procedureVerifies patient's insurance eligibility and benefits at each visitUpdates patients' charts so that the information is entered correctlyScans documents into the electronic medical record as directed.Completes work daily to compile missing demographic and insurance information for billing purposesObtain prior authorizations for careAnswer phones taking patient demographic informationOther duties as assigned*Quadrant, Inc. is an equal opportunity and affirmative action employer. Quadrant is committed to administering all employment and personnel actions on the basis of merit and free of discrimination based on race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or status as an individual with a disability. Consistent with this commitment, we are dedicated to the employment and advancement of qualified minorities, women, individuals with disabilities, protected veterans, persons of all ethnic backgrounds and religions according to their abilities.",Mid-Senior level,Full-time,Health Care Provider,Furniture,3874898769
"Veterans Sourcing Group, LLC",Trade Support,Entry level,"Job DescriptionREQUIREMENT DETAILSJob Title: Financial Operations Analyst- Trade SupportLocation: Jacksonville, FL- OnsitePay Rate: $22.11/hr on W2 Duration: 6-month contract with Possible extension / Conversion to PermHours: M-F, 8:30am-5:30pm CST. Beginning in May 2024, Hours will shift to later in the dayJob Description: Provide timely and accurate trade handling for Private Bank trades by external money managers. Proactively work with other business groups to ensure all exceptions and corrections are handled appropriately. The review of control reports is completed, and quality reviewed by the private Bank Trade Support team to verify trades were actioned and confirmed completely and accurately by settlement date. Ensure all trades are posted in the correct account by settlement date. Communicate with external managers to resolve issues timely. Team members are located in Jacksonville, FL, Dallas, TX, Boston, MA and Charlotte, NC. Required Skills:Excel, Word, Outlook Proficiency. Strong Written SkillsStrong Verbal SkillsAbility to learn from training done both in person and virtually. Desired Skills:Works well with others / in a team environmentAbility to MultitaskReceptive to FeedbackDedication to work",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,3875031630
Moon Moments,Paid Internship (On-site),Entry level,"Full-timeLocation: On-site (Only Candidates legally authorized to work in the US and can commute to the job location will be considered for this position)Pay: WeeklyAre you looking to join a growing team with the potential to learn new skills and further your career?Looking for Paid Internship Opportunities where you can earn and learn?We have partnered with a new client looking for expand their team. They are seeking charismatic, motivated, and hard-working people to join them as an Intern ( Paid) immediately!As a growing company, they are focused on finding the right individual for this opportunity.This is the opportunity to learn and expand your knowledge in the sales and marketing industry.If you are looking for a real future change and you’re looking to step into an opportunity in the sales & marketing space, then look no further!Some of your responsibilities will include providing an outstanding level of customer service, creating and building strong professional relationships with all personnel, and face-to-face interactions with customers. No prior experience is required as comprehensive training and support will be provided.You will represent the brand and meet customers daily to raise brand awareness and acquire new customers.What you’ll need to succeed:Over the age of 18 and available to work full-timeAbility to commute to the job location daily'Just Do IT' approach to work (and life!)Strong communication skillsAmbitionWhat you will get in return:Guaranteed weekly pay plus bonus structure.Ongoing training and support.Loads of team nights and social events around the cityReceive huge opportunities for career progressionTravel opportunities to event centersThis is an on-site position based in Santa Ana, CA, so daily commuting is required.Don't miss out on this fantastic opportunity to launch your career in sales and marketing! Apply today to take the first step toward an exciting and rewarding journey.For more information, click the ""Apply"" buttonThank you for considering our opportunity. We can't wait to hear from you!Powered by JazzHRNkDNQRHd3V",Entry level,Full-time,Education and Training,Internet Publishing,3874886548
Executive Alliance,Operations Manager - Self-Pay Collections,Director,"Our client has over 30 years of experience as a leader in revenue cycle management and collections. They have low turnover and provide opportunity for both professional and monetary growth.The company has engaged our firm to help them recruit an Operations Manager with solid experience leading self-pay/private pay medical collections teams in a call center environment.**Please note - this position is an on-site role in the Palm Bay Florida area. The company will assist with relocation expenses for qualified candidates interested in relocating.What’s In It For You:Salary: Low 6-figures plus monthly bonus of $1,000 - $2,000Medical, Dental, Vision, Life, 401(k) w/matchPaid Time OffOpportunity to truly “make it your own” and create the department culture you believe will ensure success.Family-like environment. Staff treated extremely well!Function:Lead a self-pay medical collections call center with approximately 80 associates and 6 supervisorsManage daily operations, QA, training, metrics, and performanceRequirements:Strong leadership experience in operations within call center environments in medical/healthcare collectionsStrong knowledge of hospital revenue cycle management practicesProficient with relevant industry regulations, including HIPAA, FDCPA, and FCRAProven success leading teams by training, motivating and coaching staff to achieve optimal resultsStrong focus on delivering top client satisfactionOutstanding management and leadership capabilities, coupled with practical delegation skillsMust be data-driven",Director,Full-time,"Management, Strategy/Planning, and General Business","Financial Services, Telephone Call Centers, and Collection Agencies",3875009216
BrickRed Systems,Event Program Manager,Mid-Senior level,"We are seeking an Event Program Manager to join our team. The purpose of this team is event coordination and the launch of initiatives on large-scale events. End-to-end cycle. Engage with setting up meetings, branding/logos, additional research on projects as needed. Working with vendors, and event organizers, a lot of logistical and administrative tasks. Could be market research attached to future/large-scale initiatives that drive funding.This role will contribute to supporting the metro teams (LA, Chicago, and Atlanta). Philanthropies and community engagements. The ideal resume would contain a background of growth mindset (resume that illustrates that through taking additional courses / learning new methods, technologies) and has shown that they are nimble/quick learners. Research skills and market knowledge are key – ability to read and go through existing body of literature around the research they do.Responsibilities:Support multiple markets and prioritize workflow and workload.Supporting metro regions, the Program Manager candidate would be familiar with and have an interest in corporate social responsibility, corporate philanthropy, digital inclusion, and economic development. This individual should exhibit agility in managing competing priorities, be levelheaded in valuing tasks, and demonstrate resourcefulness in finding information efficiently.An entrepreneurial spirit.Strong community skills.Creativity and lateral thinking.Project coordination and/or management skills to ensure activations, projects, and initiatives are completed successfully and efficiently.Ability to synthesize quantitative and qualitative data and make sound decisions.Openness to constructive feedback.Comfort and confidence in a support role.Adept in M365 (MS Office Suite).Comfortable using and learning software and platformsAnalyze trends and remain apprised of headlines, research, publications, and data impacting digital inclusion and technologyLead the end-to-end management of events and initiativesCreate presentations, templates, and develop talking pointsManage schedules, calendars, and key activitiesServe as a liaison on efforts, as neededDevelop documents and presentationsConduct research and complete data analysisAssist with budget managementEnsure the vision and scope of projects are aligned with MS fundingConduct site visitsLearn MS products, as neededProvide project support to Los Angeles, Atlanta, and Chicago’s Community Managers, as neededAttend meetings, local conferences, and other events when requestedWork Environment & CultureTechSpark offers a high-demand, fast-paced environment, requiring effective problem solving and multitasking. The work is community-facing and intersects with internal and external stakeholders.Skills:Excellent verbal and written communication skills.Strong problem-solving skills and attention to detail.Interpersonal skills for effective team collaboration.Ability to work independently and manage time efficiently.Basic knowledge of production processes, quality control, and cost optimization techniques.Understanding of business and management principles involved in strategic planning and resource allocation.Proficiency in computer software such as MS Word, MS PowerPoint, MS Project, Visio, etc.Qualification:5-7 overall years of experience in the field.Degrees or certifications required: Experience is valued over a specific degree. Certifications needed: PMI or PMP.Minimum 5 years experience with Communication (specifically discretionary communication and/or high-level communication with stakeholders)Minimum 5 years experience with Organizational/Adaptability Skills (as this is fast-paced, candidate needs to be familiar with calendar, excel, Microsoft suite, etc)Minimum 5 years experience with PMI and/or PMP certificationAbout Brickred Systems:Brickred Systems is a global leader in next-generation technology, consulting, and business process service companies. We enable clients to navigate their digital transformation. Brickred Systems delivers a range of consulting services to our clients across multiple industries around the world. Our practices employ highly skilled and experienced individuals with a client-centric passion for innovation and delivery excellence.With ISO 27001 and ISO 9001 certification and over a decade of experience in managing the systems and workings of global enterprises, we harness the power of cognitive computing hyper-automation, robotics, cloud, analytics, and emerging technologies to help our clients adapt to the digital world and make them successful. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.",Mid-Senior level,Contract,Project Management,IT Services and IT Consulting,3875079926
HEUBEL SHAW,Customer Service Dispatcher,Entry level,"Job DescriptionWith over 100 years of combined expertise, Heubel Shaw develops and deploys custom material handling solutions for the world's most trusted companies. As a certified Raymond dealer, we offer new and pre-owned lift trucks and forklifts, parts, storage solutions, integrated systems, fleet management and other services to support our client's operations.We offer competitive pay, PTO/paid holidays, medical/dental/vision, retirement matching, tuition reimbursement, comprehensive training, and a variety of opportunities for professional growth.Duties and Responsibilities: Coordinate the scheduling of work load, dispatching service technicians, and responding to incoming customer service calls.  Provide technicians with technical support, working with manufacturers to resolve technical issues.  Review all work orders for completion, determining customer charges / coding and warranty administration.  Process administrative paperwork to support the department, i.e. time cards, s207 reports, and installations.  Coordinate parts procurement with parts department, insuring timely and complete support for both the customer and the technician.  Work with the sales department to insure the smooth installation of equipment.  Promote safe operating practices, insuring a safe work environment within the department and throughout the workplace.  Assist the service administrator with invoicing and clerical tasks when needed, striving to keep Work in Process to a minimum.  Various additional responsibilities and special projects as assigned by upper management.  Work with all departments and employees to insure quality of customer service. Ideal candidate will possess: Experience dispatching and scheduling techniciansExperience scheduling work orders in the industrial or material handling spaceMinimum Qualifications:1+ years experience with customer service/customer interfacingExperience scheduling maintenance, troubleshooting, or technical servicesCompany DescriptionWith more than 100 combined years in business and 11 locations in the Central U.S., HEUBEL·SHAW has the resources and reach to offer a complete warehouse management solution. HEUBEL·SHAW offers new and pre-owned Raymond lift trucks and forklift equipment, forklift parts, storage solutions, integrated systems, fleet management solutions and everything else you need to Run Better and Manage Smarter. Our true business, however, lies in helping you manage your operational expenses. We identify hidden costs, deliver more efficient overall material movement, reduce downtime and best of all, increase your return on investment.With more than 100 combined years in business and 11 locations in the Central U.S., HEUBEL·SHAW has the resources and reach to offer a complete warehouse management solution. HEUBEL·SHAW offers new and pre-owned Raymond lift trucks and forklift equipment, forklift parts, storage solutions, integrated systems, fleet management solutions and everything else you need to Run Better and Manage Smarter. Our true business, however, lies in helping you manage your operational expenses. We identify hidden costs, deliver more efficient overall material movement, reduce downtime and best of all, increase your return on investment.",Entry level,Full-time,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",3874892776
SAVI EHS,Environmental Health & Safety (EHS) Consultant,Mid-Senior level,"CompensationJob Description$50.00 an HourEmployment TypePart Time (8 Hours a Week)11 MonthsJob Description Of Environmental, Health And Safety Construction ManagerAn immediate need for an experienced environmental, health and safety construction professional in Jacksonville FL on a large commercial construction project. The candidate will be credentialed (e.g. – BS, MS, OSHA 30, OSHA 510, OSHA 500, ASP, GSP, CSP, CHST, STSC, etc.).The safety professional will work directly for the Construction Manager overseeing a large commercial project.Oversee the safety compliance for the project. Conduct documented safety inspections. Deliver site specific project safety orientations as needed. Assist with coordinating crane activities. Participate in the Daily Hazard Analysis process. Investigate incidents to determine root cause and develop corrective and preventative actions. Work closely with the project leadership teams to assist with facilitating and injury free workplace. Collect and analyze leading and lagging indicators to determine trends and put actions into place to address concerns. Review safety plans and assist with plan development when needed. Ensure contractors are adhering to their safety plans. Make certain craft workers are appropriately trained for their required tasks. Partner with trade contractor safety professionals and manage the project safety leadership team. Act as liaison with the client’s risk management team. Deliver various safety training modules. Assist in managing a positive reinforcement program. Preferred Qualifications5+ years of experience in safety specializing in constructionComputer knowledge and efficiency, including but not limited to, Microsoft Office productsOSHA 30 ConstructionBS/MS in a related fieldOSHA 500/510ASP/GSP/CSP/CHST/STSCCompany DescriptionSAVI EHS (SAVI) is a nationwide EHS consulting firm specializing in regulatory compliance assessments, program development, training, short and long term staffing, industrial hygiene monitoring, expert witness testimony, incident investigation/management and ISO 14001/45001 compliance. It is our objective to partner with our clients to address their specific needs to drive continuous improvement within the organization.Regardless of the industry (construction, general industry, manufacturing, oil and gas, power, nuclear, food service, hospitality, etc.) or size of the organization, SAVI’s professionals have the experience, expertise, and the credentials to deliver the highest level of service. We are continually conducting research and collaborating with industry experts to identify innovative technology to assist us with our best-in-class solutions.SAVI EHS (SAVI) is a nationwide EHS consulting firm specializing in regulatory compliance assessments, program development, training, short and long term staffing, industrial hygiene monitoring, expert witness testimony, incident investigation/management and ISO 14001/45001 compliance. It is our objective to partner with our clients to address their specific needs to drive continuous improvement within the organization. Regardless of the industry (construction, general industry, manufacturing, oil and gas, power, nuclear, food service, hospitality, etc.) or size of the organization, SAVI’s professionals have the experience, expertise, and the credentials to deliver the highest level of service. We are continually conducting research and collaborating with industry experts to identify innovative technology to assist us with our best-in-class solutions.",Mid-Senior level,Part-time,Management and Manufacturing,Environmental Services,3874887950
"AmeriDream Mortgage Group, LLC",Executive Assistant,Mid-Senior level,"Job DescriptionWe are seeking an Executive Assistant to join our team! You will provide high-level administrative support for an Executive at our company.Responsibilities:Handle administrative needs of Executive and other staff membersAccountingMonthly InvoicingMonthly ReconciliationsUse of bookkeeping databases, spreadsheets and softwarePosting financial transactions using appropriate computer softwareEntering debits and credits into software applications and databases accuratelyProducing a variety of reports including income statements and balance sheetsChecking for accuracy in reports, figures and postingsReconciling and reporting any discrepancies found in the recordsRedirecting calls / visitorsMaintain and order suppliesQualifications:Previous experience as an executive secretary, administrative assistant, or in other related fieldsProven accounting experience with QuickBooks OnlineFamiliarity with bookkeeping and basic accounting proceduresCompetency in MS Office, databases and accounting softwareHands-on experience with spreadsheets and financial reportsAccuracy and attention to detailAptitude for numbersAbility to perform electronic filing and record keepingWell organized",Mid-Senior level,Full-time,Administrative,Real Estate,3874890623
Perimeter Healthcare - Integrated Behavioral Health,HR Manager,Mid-Senior level,"Perimeter Behavioral of Jackson in Jackson, Tennessee has an immediate opening for a HR Manager! As part of the Perimeter Healthcare family, Perimeter Behavioral of Jackson is one of our premier behavioral health hospitals providing inpatient psychiatric treatment for children and adolescents ages 6-17. We also provide continuity of care with an onsite residential treatment program for children and adolescents ages 12-17.The Human Resource Manager's responsibilities include the following:Creates and maintains employee files in accordance with the Joint Commission, Federal and State guidelines regarding behavioral health hospitals.Ensures license verifications are completed as scheduled.Reviews, tracks, and updates employee education files with mandatory and non-mandatory training, continuing education, and work assessments.Coordinate onboarding for all new hires and assist in New Employee Orientation. Ensure all new hires background check and onboarding documentation has been properly completed prior to hiring.Administer Leave of Absence for staff including workers compensation, FMLA and other related leave.Update and edit HRIS system regarding any employee changes.Assist with recruitment activities and screenings.Coordinate employee engagement activities for the Hospital.Investigate employee issues and work with the Hospital's leadership regarding employee working performance.Assist in recruitment and screening of candidates for the Hospital.Qualified candidates for Human Resources Manager should have the following:Bachelor's Degree in Human Resources or related majorHas 3-year human resources generalist experience in a healthcare setting preferably in behavioral health.Proficient in Microsoft Office and HRIS system preferably UKGSHRM certification is preferredOur benefits include the following:Service excellence and fulfilling work environment401(k) plan and company matchHealth InsuranceDental InsuranceVision InsuranceLife InsurancePaid Time OffSupplemental Insurance Plans AvailableTo learn more about the company, please visit our website at: https://www.perimeterhealthcare.comPerimeter Healthcare is one of the leading mental and behavioral health care providers in the country. We deliver hope to our patients through the delivery of comprehensive and dedicated treatment programs. Our focus and commitment on service excellence is available across several states and different care settings. Our team ensures you receive the required care that you or your loved one needs. We offer several settings for our patients including inpatient psychiatric hospitals, residential treatment centers as well as outpatient counseling and therapies.EEOWe are committed to providing an environment of diversity and inclusion where equal opportunities are available to all applicants and fellow employees. Perimeter Behavioral Health is an equal opportunity employer regarding all recruitment, training, and selection process within the company regarding race, color, religion, age, sex, sexual orientation, pregnancy, and gender identity, genetic information, national origin, disability status, protected veteran status, or any other characteristic protected by federal, state, or local lawsPowered by JazzHRtX7irz0SOx",Mid-Senior level,Full-time,Human Resources,Internet Publishing,3874884754
