company,job title,level,full description,seniority level,employment type,job function,industries,job id
"DaikyoNishikawa USA, Inc. (DNUS)",2nd Shift Maintenance Paint Technician,Mid-Senior level,"POSITION SUMMARY: Will work independently and with other plant personnel to perform preventative, predictive, and routine maintenance tasks. He/she will troubleshoot issues, repair failures of production and facilities equipment, to ensure maximum equipment efficiency and effectiveness. This candidate will also be involved with equipment installations and facility maintenance.ESSENTIAL DUTIES & RESPONSIBILITIES:Provide support to the manufacturing processes by repairing industrial equipment including electrical components, motors, pumps, compressors, chillers, and fluid systems. Complete preventative maintenance tasks to ensure proper functioning of electrical, mechanical, hydraulic, and pneumatic systems. Ability to read, interpret and analyze electrical/mechanical schematics, block diagrams, ladder diagrams, and flow charts. Possess basic knowledge of pneumatics and hydraulics. Possess electrical, pneumatic, hydraulic troubleshooting skills. Must be computer literate and understand PLC principles.Willing to learn and follow all company safety policies. Good time management skills and the ability to manage multiple projects. Must have good interpersonal skills and ability to communicate effectively with production staff. Able and willing to comply with company policies EDUCATION:High School diploma or equivalent required. 0 – 3 years of maintenance experience in a manufacturing environment. Must have knowledge of Microsoft Office Products i.e. MS Word, MS ExcelREQUIREMENTS:Must be willing to work 2nd 6:00 pm – 2:45 amMust willing to work reasonable overtime and weekends as needed.Automotive manufacturing experience desired. Preferred Skills:Fanuc Robot OperationKnowledge of Omron, Allen Bradley PLC1 and 2k paint system, Fanuc dual canister system, and/or Versebell applicator. Industrial welding experience.DNUS is committed to encouraging diversity and inclusion in the workplace. DNUS will not discriminate based on any protected class in it’s hiring/onboarding/employment practices. Reasonable accommodations can be requested and will be considered as it relates to the essential functions of this job.About DNUS, Inc.:Daikyo Corporation was established in 1953 in Fuchu-cho, Aki-gun, Hiroshima-ken Japan. As a manufacturer of plastic products for automotive, machinery, electric appliance, vessels, and general household purposes. Today, DaikyoNishikawa (DNUS) Inc. established its first venture in the United States in 2019, primarily serving Mazda and Toyota automotive industry. DNUS, Inc. is a high-end technology and quality-driven automotive company. It is the policy of DNUS, Inc. to provide full and equal employment opportunities to all employees and potential employees without regard to race, color, religion, national or ethnic origin, veteran status, age, gender identity or expression, sexual orientation, genetic information, physical or mental disability or any other legally protected status.Powered by JazzHRqFAN0hl7CD",Mid-Senior level,Full-time,Management and Manufacturing,Internet Publishing,3876190155
Sunstates Security,Armed Security Officer - Full Time - All Shifts - $20.00/hr,Entry level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYWe are hiring for Full-Time, Armed Security Officers in the San Antonio, TX area. These positions will be for all shifts and all days- including weekends and offers a starting pay rate of $20.00/hr paid weekly.RequirementsCurrent Texas LVL III License in hand.3 Years of Armed Security experience.Reliable means of transportation.Must have open availability and able to work overtime as needed.Must be able to pass Drivers Motor Vehicle checks.Must be able to pass a Background, Drug Test, and psychological testing prior to hire.A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentCertification Requirements (All)Level III Texas Security LicenseTexas Drivers LicenseAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions(as personally verified by Site Managers) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, 401K/403b Plan, Educational Assistance",Entry level,Full-time,"Other, Information Technology, and Management",Security and Investigations,3876307153
Sunstates Security,Flex Security Officer- Emergency Call In - $17.50 - $18/hr,Entry level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYSunstates Security is currently hiring a flex Security Officer for emergency call-in situations in the Indianapolis, IN area. This position offers a starting pay range of $17.50 - $18/hr - with weekly pay. RequirementsOne year of security, military, or law enforcement experience is preferredReliable means of transportation and communicationExcellent customer service skillsAbility to regularly stand or walk for extended periods of time and distanceMust always be accessible for phone communicationAbility to mentally analyze a situation, solve problems, and make decisions under pressure in the area of responsibilityAbility to read and understand written instruction and communicate information and ideas in a clear and concise written formExceptional report writing skillsWilling and able to work holidays and weekendsWilling to work in all weather conditionsAbility to work independentlyClean background and drug screenA Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions(as personally verified by Site Managers) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: 401K/403b Plan",Entry level,Contract,"Other, Information Technology, and Management",Security and Investigations,3876303957
Sunstates Security,Security Account Manager,Mid-Senior level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYSunstates Security has an immediate opening for a talented and motivated Security Account Manager of an integrated Campus Safety Department. The ideal candidate will provide leadership to employees and develop and maintain strong relationships with customers.The primary scope of the Security Account Manager is to manage the day-to-day operations of an assigned account, including hiring, training, disciplining, and terminating staff. Build, improve, and maintain relationships with clients and employees; develop and retain staff. Coordinate needed support services and solve problems to effectively run the account. Meet or exceed financial and operational goals, provide quality customer service. Maintain or oversee maintenance of weekly operating schedules and completion of payroll for assigned security personnel. Provides after-hour emergency response as required.This position offers a full compensation package of over $84,000 which includes -  Base salary - paid weekly  Annual performance-based bonus  Mileage paid at current IRS rate  Full medical, dental, vision and life insurance coverage  Generous PTO  Tuition assistance The Security Account Manager will assist in the administration of the assigned client location by:Coordinate, implement, oversee, and continually refine an integrated Campus Safety Department for the client community by developing a positive relationship with all segments of the campus community while enforcing client rules and local, state, and federal laws. Maintain Campus Safety and Security standard operating procedures.Manage a team of security officers, site and/or shift supervisors including hiring/selection, scheduling, payroll, training, coaching, development, and support.Ensure the client site is provided with high quality security services to protect people and property.Build, improve, and maintain effective relationships with both client and employeesCoordinate necessary support services to effectively manage client site to meet or exceed financial and operational goals and provide quality customer serviceAdminister first aid when neededAct as a Campus Security AuthorityAssist with Crisis Drills and PlanningRespond to and investigate a variety of incidents including accidents, altercations, emergencies, active threats, fire or intrusion alarms, and other general disturbances following emergency response proceduresAssist in the execution of emergency response such as building evacuation, crowd and traffic control, and de-escalation of volatile situationsCarrying out audits in accordance with the Quality Assurance program.Requirements IncludeTwo plus years of previous supervisory or management experience is required.Excellent customer service skills.Good communication skills.Professional appearanceAbility to carry out all tasks with high attention to detail in a timely and accurate manner. Ability to work a combination of 1 st , 2 nd , and 3 rd shifts, but will primarily work 1st shift (8am - 5pm)Willing to work holidays and weekends.Willing to work in all weather conditions.Capable of standing and/or walking for long periods of time and distance.Ability to work proficiently unsupervised.Professional appearance.All applicants must have a clean background and be able to pass a pre-employment evaluation as well as random drug screens.Physical DemandsThe physical demands described here represent those that must be met by an employee to successfully perform the job's essential functions. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.While performing the duties of this job, the employee is regularly required to see, talk or hear. The employee frequently is required to stand; walk; sit; reach with hands and arms; and stoop, kneel, or crouch. The employee must lift and/or move up to 50 pounds or more.A Security Account Manager may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Account Manager must read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentCertification Requirements (All)Drivers LicenseAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions(as personally verified by Site Managers) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, Paid Vacation, Short Term Disability, 401K/403b Plan, Educational Assistance",Mid-Senior level,Full-time,"Other, Information Technology, and Management",Security and Investigations,3876300939
Jackmont Hospitality Inc,Server,Mid-Senior level,"DescriptionWe are seeking hospitality professionals to join our growing family of Airport Restaurants at GATSBY in Dulles Airport! We currently Manage thirteen concepts over seven states and growing: ONE FLEW SOUTH (airport + street-side locations) | LUDACRIS’ CHICKEN + BEER (multiple locations) | TGIFRIDAY’S (airport + street-side locations) | CHARLEYS PHILLY STEAKS | SEALEGS WINE BAR | BARNEY’S BEANERY | NATIVE BY NYESHA | PASSPORTS BAR & GRILL | EINSTEINS BAGEL | TIMBER PIZZA CO. | BEECHER’S HANDMADE CHEESE | CITY RUB CAFÉWhether you long to be a part of a restaurant opening, or looking to work at an airport restaurant, we have opportunities to help you take your career in a new direction. At Jackmont Hospitality, you’ll have the opportunity to do both; allowing you to expedite your professional growth!Job Types: Full-time, Part-timePay: State Server Rate + TipsBenefits: Dental insurance Employee discount Flexible schedule Health insurancePaid time off Referral program Vision insurance Restaurant Type: Casual dining restaurantUpscale casual restaurant Shift:8-hour shift Weekly day range:  Tuesday to Monday Weekend AvailabilityDetails:Salary:State Server Rate + TipsSchedule:Part Time, Full TimeExperience:Minimum 1 year of experienceLocation:Dulles AirportSkills:Basic Knowledge of WinesCasual Dining ExperiencePOS SystemsFluent in EnglishKnowledge of Wine Pairing MUST BE ABLE TO PASS STANDARD TSA FEDERAL BACKGROUND CHECK TO WORK IN THE AIRPORTServer Role PurposeSets places at dining tables, takes orders, serves food and drinks, answers inquiries about menu and attends to wishes of Guests, as well as suggestively selling food and drinks.Key Responsibilities & AccountabilitiesGreets Guests, builds rapport, and ensures an enjoyable, quality dining experience Build rapport. Ask questions to identify the experience the Guests wants. Promptly and accurately takes food and beverage requests from Guests Ensures expedient service of food and beverages to the Guest, checks frequently to ensure everything is to the Guests’ specifications Learn Gatsby’s menu and beverages, expertly recommends and upsells on items  ID all Guests ordering alcoholic beverages who appear to be 40 years old or younger. Following all relevant brand standards for service  Accurately rings all orders into the POS systemQualification RequirementsMust be able to deliver plates and food and clear tables, which may require lifting up to 30 lbs. Must be able to hear well amongst loud background noise Must be dressed neatly and well-groomed in company approved uniform at all times Must be able to operate P.O.S. system, make change correctly and make credit card transactions accurately Must be able to calmly respond to angry Guests and notify a Manager Must be able to read and write notes to hearing impaired Guests  Must be able to read menus to sight-impaired Guests Must be able to verbalize menu items clearly to Guests while taking their orders or responding to their requestMust be able to work with team members Must have professional appearance and conduct Must be thorough and detail oriented Ability to adapt and take direction Must be able to work individually and as a part of a team Must have strong work ethic and initiative Must be a team player and good communicatorPowered by JazzHRVDWTRWMC1r",Mid-Senior level,Full-time,Management and Manufacturing,Internet Publishing,3876188456
Sunstates Security,Armed Security Officers - Full Time - 1st shift - $21/hr,Entry level,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYSunstates Security is currently hiring Armed Security Officers to work Full Time, 1st shift in Johnson City, TX. These positions have a pay rate of $21/hr, paid weekly.RequirementsCurrent Texas LVL III- Armed License in hand.2 Years of Customer Service experience.Reliable means of transportation.Must have open availability for all days and shifts, and be able to work overtime as needed.Must pass a comprehensive Background, Drug, MVR and Psychological screening prior to hiring.Experience with CCTV, Alarm Monitoring, and Access control systems is beneficial.A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123Education Requirements (Any)High School diploma or equivalentCertification Requirements (All)Level III Texas Security LicenseAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions(as personally verified by Site Managers) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, Paid Vacation, Short Term Disability, Long Term Disability, 401K/403b Plan, Educational Assistance",Entry level,Full-time,"Other, Information Technology, and Management",Security and Investigations,3876308047
City of Phoenix,Budget Analyst II - Water Management Services,Mid-Senior level,"About This PositionThe Water Services Department is seeking a self-motivated and experienced Budget Analyst II to provide customer-focused budget and financial support with varying degrees of complexity to various divisions and programs. Water Services is the third largest department in the City of Phoenix, serving more than 1.4 million customers and 400,000 accounts with state-of-the-art facilities and approximately 1500 employees. The analyst will be part of the Operating and Maintenance budget team who have oversight of approximately $450 million in expenditures.The Budget Analyst II performs advanced professional fiscal analysis research and reporting in support of the preparation and administration of the City budget. This position is responsible for coordination of the preparation of operating and/or capital budgets. Duties also include using computer skills to prepare and report on budget activity and analysis, creating user fee and billing rates, performing special projects requiring comprehensive analysis, providing periodic training to department staff on procurement and accounts payable responsibilities. IDEAL CANDIDATE   Knowledge of budgetary and financial software and systems.  Excellent Microsoft Office skills, especially Excel.  Ability to: Create and write reports in Excel.  Perform independently using judgment based upon a broader background of experience.  Generate written reports that articulate budget and financial analyses to various levels of stakeholders.  Communicate effectively with all levels of the organization.  SALARY Pay Range: $61,526 to $105,248 annually.Hiring Range: $61,526 to $95,451 annually.Pay Range Explanation Pay range is the entire compensation range for the position classification.  Hiring range is an estimate of where you can receive an offer. The actual salary offer will carefully consider a wide range of factors, including your skills, qualifications, experience, education, licenses, training, and internal equity. BenefitsA comprehensive benefits package is offered which includes: Traditional pension with employer and employee contributions, click here for more details: Pension Information  401(a) and 457 plans with employer contributions  Choice of generous medical HMO, PPO, or HSA/HDHP plans  Medical enrollment includes a monthly $150 City contribution to a Post-Employment Health Plan  Wellness incentive of up to $720 annually  Dental, vision, and life insurance options  Employer paid long-term disability  Free Bus/light rail pass  Tuition reimbursement program up to $6,500 per year  Paid time off includes 13.5 paid holidays, 12 vacation days, and 15 sick days and personal leave days  Paid Parental Leave for eligible employees up to 480 hours (12 weeks) of paid leave for the birth, adoption, or foster care placement of a child during a 12-month period  Federal Student Loan Forgiveness offered through Savi For more details, visit: Unit 007 BenefitsMinimum Qualifications Three years of experience in governmental budgetary and finance activities.  Bachelor's degree in finance, accounting, statistics, public administration, or related field; Master's degree preferred.  Other combinations of experience and education that meet the minimum requirements may be substituted.  The City job description can be found here .  All finalists for positions are subject to a criminal background check applicable to the department or position.  For information regarding pre-screening and driving positions, click here . Preferred QualificationsThe minimum qualifications listed above, plus:  Certified Government Financial Manager (CGFM) designation.  Experience in/with: Contract monitoring.  Professional public utility finance and accounting.  Preparing complex budget documents for multiple funding sources.  Budgetary and accounting software such as Sherpa and SAP.  RECRUITMENT DATES Recruitment closes April 11, 2024. All materials must be received by 11:59 p.m. on this date.This is a position-based recruitment and will not result in any ongoing eligibility list.This recruitment and any selection processes resulting from this recruitment may be used to fill other related vacancies within the organization now or in the near future.How To ApplyApply online by completing the required information and attaching, as one document, your cover letter and resume. Please include your experience as it relates to the qualifications stated above. Only the highest qualified may be posted to the eligible to hire list. The results of the resume screening process will be sent to your primary email address. WE ARE HERE TO HELP  Job interviews may be held by video or audio conference.  If you are in need of computer resources, click here for free options.  Arizona at Work has frequent classes to help with resume writing, interviewing skills, and general career guidance. Click here for more information.  Explore other Employment Opportunities with the City of Phoenix .  Subscribe to receive e-mail notifications about new employment opportunities.  If you need assistance applying for this job, please contact our HR Connection Center at (602) 495-5700 .  REFERENCE Budget Analyst II, JC:05440, ID#53858, 03/29/2024, USM, RG, Benefits:007Building the Phoenix of tomorrow.#DoWorkThatMakesPhoenixWorkCity of Phoenix is an equal opportunity employer. AmeriCorps, Peace Corps, and other national service alumni who meet the required qualifications are encouraged to apply.",Mid-Senior level,Full-time,Finance and Sales,Government Administration,3876317541
Travis County,Sheriff Deputy - Facilities,Director,"Job SummaryAre you a Certified Peace Officer looking for a full-time opportunity? If so, you need to apply for the Sheriff Deputy –Facilities position. This position is responsible for providing security at designated Travis County facilities, which include Courthouses, Commissioner’s Court, and the Combined Transportation, Emergency and Communications Center (CTECC); ensures the safety of those entering and exiting assigned facilities; safely operate x-ray machines and metal detectors; search individuals and packages entering the facility; conduct patrol of the interior and exterior of assigned facility; make onsite arrest for violations of State law; serve as an escort for elected officials and victims; and complete administrative tasks and duties associated with the role that may include complaints, arrest affidavits, and writing reports.We offer a competitive salary starting at $62,908.96/year.If you are an experienced Peace Officer, please review salary information below:5+ years of experience w/ Intermediate peace officer certification or higher: $66,740.12/year.10+ years of experience w/ Advanced peace officer certification or higher: $70,804.59/year.Travis County offers a premier Total Rewards package that includes a highly rated retirement plan, vacation and sick leave, 3 personal holidays, 12 company holidays, longevity pay, tuition reimbursement, medical, dental, and vision, and a free employee health care clinic.Distinguishing CharacteristicsThis is a job classification within the POPS TCSO job family. This classification represents an intermediate level position. This classification requires a substantial degree of initiative and independent judgment necessary to take control of escalated situations. This classification requires a flexible work schedule in order to meet the needs of the department.This position does not currently have a career path for promotional opportunities. If you want to promote through either Law Enforcement or Corrections, you must apply for positions within those Bureaus. Duties And ResponsibilitiesMaintain safety and security of courthouse visitors, judges, judicial staff, court employees, jurors, and the general public and the same for those entering other assigned facilities. Provide security, enforce laws, maintain order, and arrest violators of State Laws. Conduct screening of persons and properties entering designated facilities. Take control of incident scenes to maintain or redirect traffic flow, assist victims and aid in incident resolution. Conduct foot or vehicle patrol for specific areas in and around assigned facility. Investigate complaints, make arrests, book offenders, and prepare reports to include documentation of evidence. Record daily activities as necessary and submit related reports and paperwork to appropriate Chain of Command. Performs other job-related duties as assigned. Minimum RequirementsEducation and Experience:Must be a US Citizen.Must be 21 years of age.High school Diploma or GED.Must qualify with a weapon annually in accordance with Departmental Standards.Must meet the Physical Readiness Testing requirements according to TCSO policy.Licenses, Registrations, Certifications, or Special Requirements:Valid Texas Driver’s LicensePeace Officer Certification in good standing with TCOLE.Preferred:Paid experience as a Peace Officer working in law enforcement or courthouse security.Intermediate or higher Peace Officer CertificationJailer's License (dual certification)Court Security Officer Certification (TCOLE #10999)TCOLE Court Security Specialist CertificateBilingual in English and SpanishKnowledge of:Laws, regulations, and procedures governing custody of persons. Penal Code, and the Code of Criminal Procedure, Rules of Evidence, Family Code, Civil statutes, and Regulatory Agency Codes. Federal, State, Local and County applicable laws, rules, regulations, and guidelines. Local laws, ordinances and the TCOLE standards and procedures pertaining to the commitment, confinement, and release of prisoners. Applicable county policies, including but not limited to Travis County Civil Service Rules, Travis County Employee handbook, TCSO Policies and procedures. Skill in:Good interpersonal and public relations, good judgment, decision making, and critical thinking. Understanding, interpreting and properly applying court order, relevant state statutes including the Code of Criminal Procedure, Penal Code, State Jail Standards and all other statutes, ordinances, policies, and procedures required to perform essential job duties assigned. Preparing official documents required to perform assigned functions, including but not limited to interoffice memorandums, letters to other agencies, affidavits, investigative reports, and case filing documents. Maintaining a professional demeanor. Use of defensive tactics requiring physical force including the use of intermediate weapons and firearms. Computer operations, vehicle operations, radio communications, scene management and resolution; gaining and maintaining control of persons and investigation and evidence control. Ability to:Control emotions and focus on the professional duties and obligations in all circumstances regardless of provocations or stresses encountered. Apply active listening when communicating to ensure understanding. Communicate necessary information to others in a calm, clear, dispassionate, and purposeful speaking voice in all circumstances. Create accurate, clear, concise, comprehensive, relevant and grammatically correct documents. Work with employees and citizens from diverse population groups in order to comply with the department mission and best serve the public interest. Focus personal and team efforts toward continuous performance improvement. Actively seek opportunities to increase and improve knowledge, skill and abilities needed to improve personal performance. Use interpersonal skills to foster positive working relationships with team members (peers, supervisors, and subordinates) required to provide superior services in the public interest. Take appropriate action to accomplish assigned duties and accept responsibility for outcomes. Use appropriate physical force, including deadly force, when necessary to prevent the imminent threat of death or serious bodily injury to others or self. Respond to unexpected situations in a reasonable manner. Maintain physical endurance and agility. Work Environment & Other InformationPhysical requirements include the ability to lift/carry up 50 pounds occasionally, visual acuity, speech and hearing, hand and eye coordination and manual dexterity necessary to operate a computer and office equipment. Subject to standing, walking, jogging, running, sitting, repetitive motion, reaching, climbing stairs, bending, stooping, kneeling, crouching, crawling, pushing, pulling, balancing, client/customer contact, squatting to perform the essential functions. Subject to stressful environments, exposure to excessive heat and cold (outdoor conditions) and client customer contact for extended periods of time. Subject to contact with communicable diseases, radiation, hazardous waste, bodily fluids, excretions, and foul odors. Job may involve danger due to contact with criminals and suspects.Must be able to lift and wear approximately a 40lb Self-Contained breathing apparatus for emergencies during fires and must be able to partially lift and drag an average weight person of 150lbs, a distance of 75 feet for the evacuation of individuals unable to assist themselves during emergencies; must be able to physically restrain hostile and combative subjects; must be able to participate in defensive tactics training and annual refresher training. Must be able to work any shift and extended hours related to emergency situations; work hours are subject to change with little or no notice. Must be able to communicate in clear English during emergencies.Special ADA Physical Statement:Vision: Must have sufficient vision without glasses to defend self and others and perform mandatory life safety functions. Dual vision is required. All officers are required to take and pass vision tests as a new hire in the position. Vision must be correctable to 20/20 or better with uncorrected vision of 20/200 or better. Corrected visual acuity should be at least 20/20 (both eyes) and 20/40 (each eye). For applicants who have completed refractive surgery to correct vision, the operating physician must complete a Corrected Vision Surgical Form.Hearing: Must have normal hearing in both ears. Hearing sensitivity thresholds are within 25 dB measured at 500 Hz, 1000 Hz, 2000Hz and 3000Hz averaged together. If a person does not have normal hearing a medical specialist evaluation is required in order for the candidate to be considered for hire.Seizure Disorder: Uncontrolled seizures of any kind are disqualifying. Applicants with a history of a seizure must be able to control the disorder by medication, be seizure free for one year and sign the Notification, understanding and commitment.Travis County employees play an important role in business continuity. As such, employees can be assigned to business continuity efforts outside of normal job functions.This job description is intended to be generic in nature. It is not necessarily an exhaustive list of all duties and responsibilities. The essential duties, functions and responsibilities and overtime eligibility may vary based on the specific tasks assigned to the position.Work Hours: Days; some evenings, some nights, some weekends, some holidays. Work hours dependent on assignment.Location: Austin, TXDepartment: SheriffCriminal Background Check, TCOLE, Credit Check, Driving Record, Physical Exam, Drug Test, Alcohol Test, Psychological Test, Education, and Employment History Check Required.",Director,Full-time,"Other, Information Technology, and Management",Government Administration,3876333124
AdventHealth,Hematology and Flow Cytometry Medical Lab Scientist II,Not Applicable,"All the benefits and perks you need for you and your family: Benefits from Day One Paid Days Off from Day One generally requires a moderate to high degree of theoretical and practical knowledge and expertise in licensed area(s). Depending on campus and department, various pre-and post-analytical work processes are included in the work duties customarily performed; on-call hours may also be required. Follows laboratory policies and procedures; maintains quality control practices in the Laboratory. Actively participates in outstanding customer service and accepts responsibility in maintaining relationships that are equally respectful to all.The Value You’ll Bring To The Team: Performs assigned pre-analytical activities related to laboratory testing, which may include general and analyticalequipment maintenance, function checks and documentation; inventory control and supply stocking, specimen collectionas needed; biological specimen processing; cleaning and disinfection of selected or assigned laboratory equipment andspaces; quality control and calibration performance; and other pre-analytical activities Performs all expected tests and analytical procedures for assigned department or work area efficiently and accurately,according to established procedures, performance standards, and departmental competency standards. Participates inproficiency testing, consistently adhering to federal and state regulations as well as Institutional policies Performs post-analytical activities related to laboratory testing, reporting results (including highly abnormal results) inaccordance with established procedures. Provides and acts on technical and support information related to the elements oflaboratory testing for all age groups, neonatal through geriatric patients Provides orientation and training to new employees and medical technology students as needed, under the direction ofthe lab leadership. May act as a preceptor when teaching new staff and Students when assigned. Appropriately documentsorientation and training of new employees and medical technology studentsQualificationsThe expertise and experiences you'll need to succeed:EDUCATION AND EXPERIENCE REQUIRED: Bachelor's degree in medical technology, clinical laboratory, chemical, physical, biological sciences or related fieldLICENSURE, CERTIFICATION OR REGISTRATION REQUIRED: American Medical Technologists American Society for Clinical Pathology Medical Lab TechnologistLICENSURE, CERTIFICATION OR REGISTRATION REQUIRED: In licensure states, Laboratory Licensure in appropriate specialty(ies) for the department or location assignment as applicable to the stateThis facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances. The salary range reflects the anticipated base pay range for this position. Individual compensation is determined based on skills, experience and other relevant factors within this pay range. The minimums and maximums for each position may vary based on geographical",Not Applicable,Full-time,Other,Hospitals and Health Care,3876314413
Royal Connections,Customer Service Agent,Entry level,"If you're ready to embark on a path that fosters growth, learning, and hands-on experience in the world of client relations, we encourage you to explore the opportunity of becoming an Entry Level Customer Service Agent at Royal Connections. In this role, you'll have the chance to build a strong foundation of customer service expertise while contributing to our commitment of delivering exceptional support to our valued clientele. As the Entry Level Customer Service Agent your primary role is to engage with potential customers directly at their residences, promoting our clients products or services and driving sales growth. You will be the face of our clients, building relationships and creating a positive brand impression for them in the local area.Responsibilities:Qualify leads by assessing their needs and interest level.Create and deliver compelling sales presentations to potential customers and tailor your presentations to address specific customer needs and concerns.Be able to effectively explain how the products/services meet customers' needs.Develop a deep understanding of our clients products or services offered in order to drive sales initiatives Submit daily or weekly reports to the sales manager, detailing progress and results.Attend regular training sessions to enhance product knowledge and sales techniques.Provide accurate and persuasive information to alleviate concerns and encourage a positive response.Conduct all interactions in a respectful and professional manner, adhering to company ethics and values.Qualifications:Strong communication and interpersonal skills.Persuasive and confident demeanor.Resilience and persistence to handle rejection and objections.Basic math skills for pricing and calculations.Ability to work independently and manage time effectively.Physical stamina for walking and standing for extended periods.Powered by JazzHRUccNZReWSi",Entry level,Full-time,Other,Internet Publishing,3876190148
